k,r,b,t,r_frac,b_frac,t_frac
3600,621,459,2520,0.17250000,0.12750000,0.70000000
3700,638,471,2591,0.17243243,0.12729730,0.70027027
3800,659,481,2660,0.17342105,0.12657895,0.70000000
3900,674,498,2728,0.17282051,0.12769231,0.69948718
4000,682,515,2803,0.17050000,0.12875000,0.70075000
4100,703,529,2868,0.17146341,0.12902439,0.69951220
4200,719,549,2932,0.17119048,0.13071429,0.69809524
4300,730,560,3010,0.16976744,0.13023256,0.70000000
4400,747,573,3080,0.16977273,0.13022727,0.70000000
4500,765,590,3145,0.17000000,0.13111111,0.69888889
4600,784,602,3214,0.17043478,0.13086957,0.69869565
4700,799,622,3279,0.17000000,0.13234043,0.69765957
4800,814,640,3346,0.16958333,0.13333333,0.69708333
4900,830,648,3422,0.16938776,0.13224490,0.69836735
5000,849,658,3493,0.16980000,0.13160000,0.69860000
5100,864,671,3565,0.16941176,0.13156863,0.69901961
5200,878,685,3637,0.16884615,0.13173077,0.69942308
5300,893,699,3708,0.16849057,0.13188679,0.69962264
5400,904,714,3782,0.16740741,0.13222222,0.70037037
5500,922,724,3854,0.16763636,0.13163636,0.70072727
5600,936,740,3924,0.16714286,0.13214286,0.70071429
5700,951,754,3995,0.16684211,0.13228070,0.70087719
5800,970,770,4060,0.16724138,0.13275862,0.70000000
5900,988,792,4120,0.16745763,0.13423729,0.69830508
6000,999,805,4196,0.16650000,0.13416667,0.69933333
6100,1012,819,4269,0.16590164,0.13426230,0.69983607
6200,1027,826,4347,0.16564516,0.13322581,0.70112903
6300,1046,842,4412,0.16603175,0.13365079,0.70031746
6400,1061,853,4486,0.16578125,0.13328125,0.70093750
6500,1081,869,4550,0.16630769,0.13369231,0.70000000
6600,1094,879,4627,0.16575758,0.13318182,0.70106061
6700,1111,894,4695,0.16582090,0.13343284,0.70074627
6800,1126,907,4767,0.16558824,0.13338235,0.70102941
6900,1139,919,4842,0.16507246,0.13318841,0.70173913
7000,1154,933,4913,0.16485714,0.13328571,0.70185714
7100,1170,952,4978,0.16478873,0.13408451,0.70112676
7200,1186,962,5052,0.16472222,0.13361111,0.70166667
7300,1200,977,5123,0.16438356,0.13383562,0.70178082
7400,1212,991,5197,0.16378378,0.13391892,0.70229730
7500,1231,1003,5266,0.16413333,0.13373333,0.70213333
7600,1247,1019,5334,0.16407895,0.13407895,0.70184211
7700,1268,1038,5394,0.16467532,0.13480519,0.70051948
7800,1279,1054,5467,0.16397436,0.13512821,0.70089744
7900,1292,1068,5540,0.16354430,0.13518987,0.70126582
8000,1306,1081,5613,0.16325000,0.13512500,0.70162500
8100,1314,1098,5688,0.16222222,0.13555556,0.70222222
8200,1328,1113,5759,0.16195122,0.13573171,0.70231707
8300,1345,1125,5830,0.16204819,0.13554217,0.70240964
8400,1367,1139,5894,0.16273810,0.13559524,0.70166667
8500,1377,1153,5970,0.16200000,0.13564706,0.70235294
8600,1395,1164,6041,0.16220930,0.13534884,0.70244186
8700,1411,1181,6108,0.16218391,0.13574713,0.70206897
8800,1424,1194,6182,0.16181818,0.13568182,0.70250000
8900,1440,1209,6251,0.16179775,0.13584270,0.70235955
9000,1458,1226,6316,0.16200000,0.13622222,0.70177778
9100,1478,1241,6381,0.16241758,0.13637363,0.70120879
9200,1495,1257,6448,0.16250000,0.13663043,0.70086957
9300,1507,1273,6520,0.16204301,0.13688172,0.70107527
9400,1526,1288,6586,0.16234043,0.13702128,0.70063830
9500,1540,1296,6664,0.16210526,0.13642105,0.70147368
9600,1556,1309,6735,0.16208333,0.13635417,0.70156250
9700,1582,1317,6801,0.16309278,0.13577320,0.70113402
9800,1604,1329,6867,0.16367347,0.13561224,0.70071429
9900,1615,1346,6939,0.16313131,0.13595960,0.70090909
10000,1630,1361,7009,0.16300000,0.13610000,0.70090000
10100,1652,1369,7079,0.16356436,0.13554455,0.70089109
10200,1673,1384,7143,0.16401961,0.13568627,0.70029412
10300,1695,1395,7210,0.16456311,0.13543689,0.70000000
10400,1710,1410,7280,0.16442308,0.13557692,0.70000000
10500,1723,1424,7353,0.16409524,0.13561905,0.70028571
10600,1732,1442,7426,0.16339623,0.13603774,0.70056604
10700,1748,1451,7501,0.16336449,0.13560748,0.70102804
10800,1761,1462,7577,0.16305556,0.13537037,0.70157407
10900,1779,1473,7648,0.16321101,0.13513761,0.70165138
11000,1791,1483,7726,0.16281818,0.13481818,0.70236364
11100,1801,1497,7802,0.16225225,0.13486486,0.70288288
11200,1818,1509,7873,0.16232143,0.13473214,0.70294643
11300,1836,1520,7944,0.16247788,0.13451327,0.70300885
11400,1850,1536,8014,0.16228070,0.13473684,0.70298246
11500,1867,1555,8078,0.16234783,0.13521739,0.70243478
11600,1886,1566,8148,0.16258621,0.13500000,0.70241379
11700,1902,1582,8216,0.16256410,0.13521368,0.70222222
11800,1909,1591,8300,0.16177966,0.13483051,0.70338983
11900,1926,1605,8369,0.16184874,0.13487395,0.70327731
12000,1942,1618,8440,0.16183333,0.13483333,0.70333333
12100,1958,1628,8514,0.16181818,0.13454545,0.70363636
12200,1982,1640,8578,0.16245902,0.13442623,0.70311475
12300,1997,1651,8652,0.16235772,0.13422764,0.70341463
12400,2019,1666,8715,0.16282258,0.13435484,0.70282258
12500,2027,1682,8791,0.16216000,0.13456000,0.70328000
12600,2041,1701,8858,0.16198413,0.13500000,0.70301587
12700,2057,1712,8931,0.16196850,0.13480315,0.70322835
12800,2070,1724,9006,0.16171875,0.13468750,0.70359375
12900,2088,1733,9079,0.16186047,0.13434109,0.70379845
13000,2106,1741,9153,0.16200000,0.13392308,0.70407692
13100,2122,1757,9221,0.16198473,0.13412214,0.70389313
13200,2135,1774,9291,0.16174242,0.13439394,0.70386364
13300,2156,1788,9356,0.16210526,0.13443609,0.70345865
13400,2180,1801,9419,0.16268657,0.13440299,0.70291045
13500,2193,1813,9494,0.16244444,0.13429630,0.70325926
13600,2208,1823,9569,0.16235294,0.13404412,0.70360294
13700,2219,1843,9638,0.16197080,0.13452555,0.70350365
13800,2240,1862,9698,0.16231884,0.13492754,0.70275362
13900,2257,1878,9765,0.16237410,0.13510791,0.70251799
14000,2280,1888,9832,0.16285714,0.13485714,0.70228571
14100,2299,1900,9901,0.16304965,0.13475177,0.70219858
14200,2314,1909,9977,0.16295775,0.13443662,0.70260563
14300,2336,1920,10044,0.16335664,0.13426573,0.70237762
14400,2351,1930,10119,0.16326389,0.13402778,0.70270833
14500,2366,1942,10192,0.16317241,0.13393103,0.70289655
14600,2386,1959,10255,0.16342466,0.13417808,0.70239726
14700,2404,1970,10326,0.16353741,0.13401361,0.70244898
14800,2424,1983,10393,0.16378378,0.13398649,0.70222973
14900,2444,2000,10456,0.16402685,0.13422819,0.70174497
15000,2460,2014,10526,0.16400000,0.13426667,0.70173333
15100,2472,2025,10603,0.16370861,0.13410596,0.70218543
15200,2490,2043,10667,0.16381579,0.13440789,0.70177632
15300,2499,2059,10742,0.16333333,0.13457516,0.70209150
15400,2520,2071,10809,0.16363636,0.13448052,0.70188312
15500,2530,2084,10886,0.16322581,0.13445161,0.70232258
15600,2546,2099,10955,0.16320513,0.13455128,0.70224359
15700,2563,2113,11024,0.16324841,0.13458599,0.70216561
15800,2583,2127,11090,0.16348101,0.13462025,0.70189873
15900,2603,2139,11158,0.16371069,0.13452830,0.70176101
16000,2620,2157,11223,0.16375000,0.13481250,0.70143750
16100,2638,2172,11290,0.16385093,0.13490683,0.70124224
16200,2661,2184,11355,0.16425926,0.13481481,0.70092593
16300,2681,2198,11421,0.16447853,0.13484663,0.70067485
16400,2698,2210,11492,0.16451220,0.13475610,0.70073171
16500,2713,2224,11563,0.16442424,0.13478788,0.70078788
16600,2732,2233,11635,0.16457831,0.13451807,0.70090361
16700,2751,2243,11706,0.16473054,0.13431138,0.70095808
16800,2770,2259,11771,0.16488095,0.13446429,0.70065476
16900,2783,2272,11845,0.16467456,0.13443787,0.70088757
17000,2798,2284,11918,0.16458824,0.13435294,0.70105882
17100,2815,2300,11985,0.16461988,0.13450292,0.70087719
17200,2835,2315,12050,0.16482558,0.13459302,0.70058140
17300,2855,2326,12119,0.16502890,0.13445087,0.70052023
17400,2879,2335,12186,0.16545977,0.13419540,0.70034483
17500,2897,2348,12255,0.16554286,0.13417143,0.70028571
17600,2913,2362,12325,0.16551136,0.13420455,0.70028409
17700,2928,2377,12395,0.16542373,0.13429379,0.70028249
17800,2939,2392,12469,0.16511236,0.13438202,0.70050562
17900,2957,2401,12542,0.16519553,0.13413408,0.70067039
18000,2974,2418,12608,0.16522222,0.13433333,0.70044444
18100,2992,2429,12679,0.16530387,0.13419890,0.70049724
18200,3006,2444,12750,0.16516484,0.13428571,0.70054945
18300,3025,2459,12816,0.16530055,0.13437158,0.70032787
18400,3045,2473,12882,0.16548913,0.13440217,0.70010870
18500,3067,2484,12949,0.16578378,0.13427027,0.69994595
18600,3079,2501,13020,0.16553763,0.13446237,0.70000000
18700,3097,2517,13086,0.16561497,0.13459893,0.69978610
18800,3113,2532,13155,0.16558511,0.13468085,0.69973404
18900,3129,2548,13223,0.16555556,0.13481481,0.69962963
19000,3142,2569,13289,0.16536842,0.13521053,0.69942105
19100,3163,2582,13355,0.16560209,0.13518325,0.69921466
19200,3181,2594,13425,0.16567708,0.13510417,0.69921875
19300,3192,2608,13500,0.16538860,0.13512953,0.69948187
19400,3208,2618,13574,0.16536082,0.13494845,0.69969072
19500,3220,2632,13648,0.16512821,0.13497436,0.69989744
19600,3240,2640,13720,0.16530612,0.13469388,0.70000000
19700,3265,2655,13780,0.16573604,0.13477157,0.69949239
19800,3283,2669,13848,0.16580808,0.13479798,0.69939394
19900,3298,2681,13921,0.16572864,0.13472362,0.69954774
20000,3319,2692,13989,0.16595000,0.13460000,0.69945000
20100,3338,2705,14057,0.16606965,0.13457711,0.69935323
20200,3359,2717,14124,0.16628713,0.13450495,0.69920792
20300,3374,2726,14200,0.16620690,0.13428571,0.69950739
20400,3392,2740,14268,0.16627451,0.13431373,0.69941176
20500,3411,2753,14336,0.16639024,0.13429268,0.69931707
20600,3427,2769,14404,0.16635922,0.13441748,0.69922330
20700,3444,2782,14474,0.16637681,0.13439614,0.69922705
20800,3470,2797,14533,0.16682692,0.13447115,0.69870192
20900,3479,2810,14611,0.16645933,0.13444976,0.69909091
21000,3495,2825,14680,0.16642857,0.13452381,0.69904762
21100,3512,2842,14746,0.16644550,0.13469194,0.69886256
21200,3528,2853,14819,0.16641509,0.13457547,0.69900943
21300,3548,2869,14883,0.16657277,0.13469484,0.69873239
21400,3562,2885,14953,0.16644860,0.13481308,0.69873832
21500,3578,2898,15024,0.16641860,0.13479070,0.69879070
21600,3596,2910,15094,0.16648148,0.13472222,0.69879630
21700,3613,2925,15162,0.16649770,0.13479263,0.69870968
21800,3626,2936,15238,0.16633028,0.13467890,0.69899083
21900,3640,2953,15307,0.16621005,0.13484018,0.69894977
22000,3650,2970,15380,0.16590909,0.13500000,0.69909091
22100,3673,2988,15439,0.16619910,0.13520362,0.69859729
22200,3690,3005,15505,0.16621622,0.13536036,0.69842342
22300,3709,3024,15567,0.16632287,0.13560538,0.69807175
22400,3729,3038,15633,0.16647321,0.13562500,0.69790179
22500,3742,3048,15710,0.16631111,0.13546667,0.69822222
22600,3757,3057,15786,0.16623894,0.13526549,0.69849558
22700,3769,3069,15862,0.16603524,0.13519824,0.69876652
22800,3783,3079,15938,0.16592105,0.13504386,0.69903509
22900,3798,3094,16008,0.16585153,0.13510917,0.69903930
23000,3812,3108,16080,0.16573913,0.13513043,0.69913043
23100,3823,3121,16156,0.16549784,0.13510823,0.69939394
23200,3840,3138,16222,0.16551724,0.13525862,0.69922414
23300,3854,3152,16294,0.16540773,0.13527897,0.69931330
23400,3871,3170,16359,0.16542735,0.13547009,0.69910256
23500,3886,3180,16434,0.16536170,0.13531915,0.69931915
23600,3901,3197,16502,0.16529661,0.13546610,0.69923729
23700,3917,3211,16572,0.16527426,0.13548523,0.69924051
23800,3931,3230,16639,0.16516807,0.13571429,0.69911765
23900,3946,3235,16719,0.16510460,0.13535565,0.69953975
24000,3971,3243,16786,0.16545833,0.13512500,0.69941667
24100,3986,3259,16855,0.16539419,0.13522822,0.69937759
24200,4009,3268,16923,0.16566116,0.13504132,0.69929752
24300,4028,3283,16989,0.16576132,0.13510288,0.69913580
24400,4055,3290,17055,0.16618852,0.13483607,0.69897541
24500,4067,3305,17128,0.16600000,0.13489796,0.69910204
24600,4083,3317,17200,0.16597561,0.13483740,0.69918699
24700,4097,3336,17267,0.16587045,0.13506073,0.69906883
24800,4119,3349,17332,0.16608871,0.13504032,0.69887097
24900,4139,3359,17402,0.16622490,0.13489960,0.69887550
25000,4151,3372,17477,0.16604000,0.13488000,0.69908000
25100,4172,3386,17542,0.16621514,0.13490040,0.69888446
25200,4194,3404,17602,0.16642857,0.13507937,0.69849206
25300,4212,3425,17663,0.16648221,0.13537549,0.69814229
25400,4227,3440,17733,0.16641732,0.13543307,0.69814961
25500,4243,3463,17794,0.16639216,0.13580392,0.69780392
25600,4256,3477,17867,0.16625000,0.13582031,0.69792969
25700,4265,3494,17941,0.16595331,0.13595331,0.69809339
25800,4279,3509,18012,0.16585271,0.13600775,0.69813953
25900,4294,3525,18081,0.16579151,0.13610039,0.69810811
26000,4311,3538,18151,0.16580769,0.13607692,0.69811538
26100,4329,3552,18219,0.16586207,0.13609195,0.69804598
26200,4345,3563,18292,0.16583969,0.13599237,0.69816794
26300,4365,3578,18357,0.16596958,0.13604563,0.69798479
26400,4382,3594,18424,0.16598485,0.13613636,0.69787879
26500,4398,3609,18493,0.16596226,0.13618868,0.69784906
26600,4416,3623,18561,0.16601504,0.13620301,0.69778195
26700,4440,3646,18614,0.16629213,0.13655431,0.69715356
26800,4460,3654,18686,0.16641791,0.13634328,0.69723881
26900,4480,3668,18752,0.16654275,0.13635688,0.69710037
27000,4498,3676,18826,0.16659259,0.13614815,0.69725926
27100,4508,3686,18906,0.16634686,0.13601476,0.69763838
27200,4530,3692,18978,0.16654412,0.13573529,0.69772059
27300,4548,3704,19048,0.16659341,0.13567766,0.69772894
27400,4567,3722,19111,0.16667883,0.13583942,0.69748175
27500,4588,3734,19178,0.16683636,0.13578182,0.69738182
27600,4606,3753,19241,0.16688406,0.13597826,0.69713768
27700,4629,3762,19309,0.16711191,0.13581227,0.69707581
27800,4642,3784,19374,0.16697842,0.13611511,0.69690647
27900,4667,3795,19438,0.16727599,0.13602151,0.69670251
28000,4685,3804,19511,0.16732143,0.13585714,0.69682143
28100,4710,3821,19569,0.16761566,0.13597865,0.69640569
28200,4729,3828,19643,0.16769504,0.13574468,0.69656028
28300,4744,3854,19702,0.16763251,0.13618375,0.69618375
28400,4760,3867,19773,0.16760563,0.13616197,0.69623239
28500,4777,3878,19845,0.16761404,0.13607018,0.69631579
28600,4792,3896,19912,0.16755245,0.13622378,0.69622378
28700,4817,3911,19972,0.16783972,0.13627178,0.69588850
28800,4835,3924,20041,0.16788194,0.13625000,0.69586806
28900,4851,3942,20107,0.16785467,0.13640138,0.69574394
29000,4871,3961,20168,0.16796552,0.13658621,0.69544828
29100,4884,3978,20238,0.16783505,0.13670103,0.69546392
29200,4901,3993,20306,0.16784247,0.13674658,0.69541096
29300,4926,4005,20369,0.16812287,0.13668942,0.69518771
29400,4942,4017,20441,0.16809524,0.13663265,0.69527211
29500,4959,4029,20512,0.16810169,0.13657627,0.69532203
29600,4977,4044,20579,0.16814189,0.13662162,0.69523649
29700,4993,4052,20655,0.16811448,0.13643098,0.69545455
29800,5010,4064,20726,0.16812081,0.13637584,0.69550336
29900,5028,4080,20792,0.16816054,0.13645485,0.69538462
30000,5049,4098,20853,0.16830000,0.13660000,0.69510000
30100,5061,4118,20921,0.16813953,0.13681063,0.69504983
30200,5074,4129,20997,0.16801325,0.13672185,0.69526490
30300,5086,4145,21069,0.16785479,0.13679868,0.69534653
30400,5099,4163,21138,0.16773026,0.13694079,0.69532895
30500,5116,4174,21210,0.16773770,0.13685246,0.69540984
30600,5133,4191,21276,0.16774510,0.13696078,0.69529412
30700,5149,4204,21347,0.16771987,0.13693811,0.69534202
30800,5172,4216,21412,0.16792208,0.13688312,0.69519481
30900,5191,4227,21482,0.16799353,0.13679612,0.69521036
31000,5208,4244,21548,0.16800000,0.13690323,0.69509677
31100,5217,4255,21628,0.16774920,0.13681672,0.69543408
31200,5234,4268,21698,0.16775641,0.13679487,0.69544872
31300,5250,4281,21769,0.16773163,0.13677316,0.69549521
31400,5262,4293,21845,0.16757962,0.13671975,0.69570064
31500,5281,4306,21913,0.16765079,0.13669841,0.69565079
31600,5301,4322,21977,0.16775316,0.13677215,0.69547468
31700,5316,4334,22050,0.16769716,0.13671924,0.69558360
31800,5333,4346,22121,0.16770440,0.13666667,0.69562893
31900,5350,4361,22189,0.16771160,0.13670846,0.69557994
32000,5370,4372,22258,0.16781250,0.13662500,0.69556250
32100,5390,4392,22318,0.16791277,0.13682243,0.69526480
32200,5408,4406,22386,0.16795031,0.13683230,0.69521739
32300,5422,4418,22460,0.16786378,0.13678019,0.69535604
32400,5431,4434,22535,0.16762346,0.13685185,0.69552469
32500,5449,4447,22604,0.16766154,0.13683077,0.69550769
32600,5458,4464,22678,0.16742331,0.13693252,0.69564417
32700,5474,4477,22749,0.16740061,0.13691131,0.69568807
32800,5489,4493,22818,0.16734756,0.13698171,0.69567073
32900,5506,4503,22891,0.16735562,0.13686930,0.69577508
33000,5515,4519,22966,0.16712121,0.13693939,0.69593939
33100,5526,4533,23041,0.16694864,0.13694864,0.69610272
33200,5545,4547,23108,0.16701807,0.13695783,0.69602410
33300,5565,4561,23174,0.16711712,0.13696697,0.69591592
33400,5583,4573,23244,0.16715569,0.13691617,0.69592814
33500,5604,4592,23304,0.16728358,0.13707463,0.69564179
33600,5621,4607,23372,0.16729167,0.13711310,0.69559524
33700,5636,4620,23444,0.16724036,0.13709199,0.69566766
33800,5660,4631,23509,0.16745562,0.13701183,0.69553254
33900,5674,4645,23581,0.16737463,0.13702065,0.69560472
34000,5690,4660,23650,0.16735294,0.13705882,0.69558824
34100,5711,4681,23708,0.16747801,0.13727273,0.69524927
34200,5731,4701,23768,0.16757310,0.13745614,0.69497076
34300,5744,4719,23837,0.16746356,0.13758017,0.69495627
34400,5759,4736,23905,0.16741279,0.13767442,0.69491279
34500,5779,4750,23971,0.16750725,0.13768116,0.69481159
34600,5797,4760,24043,0.16754335,0.13757225,0.69488439
34700,5817,4770,24113,0.16763689,0.13746398,0.69489914
34800,5824,4781,24195,0.16735632,0.13738506,0.69525862
34900,5839,4795,24266,0.16730659,0.13739255,0.69530086
35000,5856,4810,24334,0.16731429,0.13742857,0.69525714
35100,5874,4823,24403,0.16735043,0.13740741,0.69524217
35200,5898,4833,24469,0.16755682,0.13730114,0.69514205
35300,5916,4852,24532,0.16759207,0.13745042,0.69495751
35400,5933,4863,24604,0.16759887,0.13737288,0.69502825
35500,5953,4876,24671,0.16769014,0.13735211,0.69495775
35600,5976,4894,24730,0.16786517,0.13747191,0.69466292
35700,5995,4904,24801,0.16792717,0.13736695,0.69470588
35800,6011,4918,24871,0.16790503,0.13737430,0.69472067
35900,6026,4940,24934,0.16785515,0.13760446,0.69454039
36000,6036,4955,25009,0.16766667,0.13763889,0.69469444
36100,6052,4970,25078,0.16764543,0.13767313,0.69468144
36200,6071,4987,25142,0.16770718,0.13776243,0.69453039
36300,6092,4997,25211,0.16782369,0.13765840,0.69451791
36400,6112,5011,25277,0.16791209,0.13766484,0.69442308
36500,6128,5025,25347,0.16789041,0.13767123,0.69443836
36600,6145,5042,25413,0.16789617,0.13775956,0.69434426
36700,6167,5061,25472,0.16803815,0.13790191,0.69405995
36800,6188,5070,25542,0.16815217,0.13777174,0.69407609
36900,6203,5085,25612,0.16810298,0.13780488,0.69409214
37000,6217,5104,25679,0.16802703,0.13794595,0.69402703
37100,6231,5119,25750,0.16795148,0.13797844,0.69407008
37200,6249,5131,25820,0.16798387,0.13793011,0.69408602
37300,6266,5144,25890,0.16798928,0.13790885,0.69410188
37400,6285,5161,25954,0.16804813,0.13799465,0.69395722
37500,6301,5173,26026,0.16802667,0.13794667,0.69402667
37600,6317,5187,26096,0.16800532,0.13795213,0.69404255
37700,6336,5198,26166,0.16806366,0.13787798,0.69405836
37800,6356,5210,26234,0.16814815,0.13783069,0.69402116
37900,6375,5222,26303,0.16820580,0.13778364,0.69401055
38000,6394,5234,26372,0.16826316,0.13773684,0.69400000
38100,6413,5252,26435,0.16832021,0.13784777,0.69383202
38200,6430,5266,26504,0.16832461,0.13785340,0.69382199
38300,6451,5274,26575,0.16843342,0.13770235,0.69386423
38400,6475,5286,26639,0.16861979,0.13765625,0.69372396
38500,6488,5304,26708,0.16851948,0.13776623,0.69371429
38600,6507,5320,26773,0.16857513,0.13782383,0.69360104
38700,6530,5331,26839,0.16873385,0.13775194,0.69351421
38800,6553,5345,26902,0.16889175,0.13775773,0.69335052
38900,6572,5363,26965,0.16894602,0.13786632,0.69318766
39000,6590,5373,27037,0.16897436,0.13776923,0.69325641
39100,6604,5391,27105,0.16890026,0.13787724,0.69322251
39200,6617,5407,27176,0.16880102,0.13793367,0.69326531
39300,6636,5421,27243,0.16885496,0.13793893,0.69320611
39400,6643,5440,27317,0.16860406,0.13807107,0.69332487
39500,6651,5461,27388,0.16837975,0.13825316,0.69336709
39600,6664,5475,27461,0.16828283,0.13825758,0.69345960
39700,6679,5491,27530,0.16823678,0.13831234,0.69345088
39800,6691,5502,27607,0.16811558,0.13824121,0.69364322
39900,6706,5518,27676,0.16807018,0.13829574,0.69363409
40000,6727,5537,27736,0.16817500,0.13842500,0.69340000
40100,6749,5549,27802,0.16830424,0.13837905,0.69331671
40200,6763,5565,27872,0.16823383,0.13843284,0.69333333
40300,6778,5580,27942,0.16818859,0.13846154,0.69334988
40400,6795,5595,28010,0.16819307,0.13849010,0.69331683
40500,6810,5607,28083,0.16814815,0.13844444,0.69340741
40600,6832,5618,28150,0.16827586,0.13837438,0.69334975
40700,6850,5634,28216,0.16830467,0.13842752,0.69326781
40800,6866,5648,28286,0.16828431,0.13843137,0.69328431
40900,6883,5662,28355,0.16828851,0.13843521,0.69327628
41000,6901,5679,28420,0.16831707,0.13851220,0.69317073
41100,6917,5691,28492,0.16829684,0.13846715,0.69323601
41200,6933,5702,28565,0.16827670,0.13839806,0.69332524
41300,6952,5715,28633,0.16832930,0.13837772,0.69329298
41400,6963,5723,28714,0.16818841,0.13823671,0.69357488
41500,6974,5740,28786,0.16804819,0.13831325,0.69363855
41600,6990,5756,28854,0.16802885,0.13836538,0.69360577
41700,7014,5765,28921,0.16820144,0.13824940,0.69354916
41800,7022,5785,28993,0.16799043,0.13839713,0.69361244
41900,7039,5797,29064,0.16799523,0.13835322,0.69365155
42000,7050,5809,29141,0.16785714,0.13830952,0.69383333
42100,7067,5819,29214,0.16786223,0.13821853,0.69391924
42200,7078,5835,29287,0.16772512,0.13827014,0.69400474
42300,7096,5854,29350,0.16775414,0.13839243,0.69385343
42400,7120,5866,29414,0.16792453,0.13834906,0.69372642
42500,7136,5876,29488,0.16790588,0.13825882,0.69383529
42600,7154,5894,29552,0.16793427,0.13835681,0.69370892
42700,7171,5914,29615,0.16793911,0.13850117,0.69355972
42800,7184,5926,29690,0.16785047,0.13845794,0.69369159
42900,7199,5937,29764,0.16780886,0.13839161,0.69379953
43000,7216,5952,29832,0.16781395,0.13841860,0.69376744
43100,7240,5960,29900,0.16798144,0.13828306,0.69373550
43200,7257,5974,29969,0.16798611,0.13828704,0.69372685
43300,7266,5989,30045,0.16780600,0.13831409,0.69387991
43400,7278,6006,30116,0.16769585,0.13838710,0.69391705
43500,7290,6023,30187,0.16758621,0.13845977,0.69395402
43600,7311,6033,30256,0.16768349,0.13837156,0.69394495
43700,7324,6051,30325,0.16759725,0.13846682,0.69393593
43800,7342,6061,30397,0.16762557,0.13837900,0.69399543
43900,7354,6073,30473,0.16751708,0.13833713,0.69414579
44000,7374,6087,30539,0.16759091,0.13834091,0.69406818
44100,7390,6100,30610,0.16757370,0.13832200,0.69410431
44200,7403,6119,30678,0.16748869,0.13843891,0.69407240
44300,7418,6134,30748,0.16744921,0.13846501,0.69408578
44400,7435,6146,30819,0.16745495,0.13842342,0.69412162
44500,7447,6165,30888,0.16734831,0.13853933,0.69411236
44600,7461,6179,30960,0.16728700,0.13854260,0.69417040
44700,7479,6194,31027,0.16731544,0.13856823,0.69411633
44800,7491,6205,31104,0.16720982,0.13850446,0.69428571
44900,7506,6215,31179,0.16717149,0.13841871,0.69440980
45000,7525,6224,31251,0.16722222,0.13831111,0.69446667
45100,7546,6237,31317,0.16731707,0.13829268,0.69439024
45200,7565,6249,31386,0.16736726,0.13825221,0.69438053
45300,7582,6267,31451,0.16737307,0.13834437,0.69428256
45400,7600,6284,31516,0.16740088,0.13841410,0.69418502
45500,7610,6304,31586,0.16725275,0.13854945,0.69419780
45600,7625,6318,31657,0.16721491,0.13855263,0.69423246
45700,7635,6332,31733,0.16706783,0.13855580,0.69437637
45800,7650,6343,31807,0.16703057,0.13849345,0.69447598
45900,7672,6356,31872,0.16714597,0.13847495,0.69437908
46000,7686,6380,31934,0.16708696,0.13869565,0.69421739
46100,7702,6389,32009,0.16707158,0.13859002,0.69433839
46200,7718,6403,32079,0.16705628,0.13859307,0.69435065
46300,7729,6418,32153,0.16693305,0.13861771,0.69444924
46400,7744,6427,32229,0.16689655,0.13851293,0.69459052
46500,7758,6445,32297,0.16683871,0.13860215,0.69455914
46600,7778,6457,32365,0.16690987,0.13856223,0.69452790
46700,7799,6470,32431,0.16700214,0.13854390,0.69445396
46800,7808,6480,32512,0.16683761,0.13846154,0.69470085
46900,7826,6498,32576,0.16686567,0.13855011,0.69458422
47000,7852,6510,32638,0.16706383,0.13851064,0.69442553
