k,r,b,t,r_frac,b_frac,t_frac
5600,1376,1730,2494,0.24571429,0.30892857,0.44535714
5700,1409,1759,2532,0.24719298,0.30859649,0.44421053
5800,1428,1791,2581,0.24620690,0.30879310,0.44500000
5900,1458,1823,2619,0.24711864,0.30898305,0.44389831
6000,1490,1842,2668,0.24833333,0.30700000,0.44466667
6100,1515,1873,2712,0.24836066,0.30704918,0.44459016
6200,1534,1903,2763,0.24741935,0.30693548,0.44564516
6300,1553,1933,2814,0.24650794,0.30682540,0.44666667
6400,1581,1953,2866,0.24703125,0.30515625,0.44781250
6500,1603,1977,2920,0.24661538,0.30415385,0.44923077
6600,1627,2011,2962,0.24651515,0.30469697,0.44878788
6700,1652,2038,3010,0.24656716,0.30417910,0.44925373
6800,1682,2068,3050,0.24735294,0.30411765,0.44852941
6900,1701,2098,3101,0.24652174,0.30405797,0.44942029
7000,1728,2123,3149,0.24685714,0.30328571,0.44985714
7100,1755,2149,3196,0.24718310,0.30267606,0.45014085
7200,1780,2168,3252,0.24722222,0.30111111,0.45166667
7300,1810,2194,3296,0.24794521,0.30054795,0.45150685
7400,1829,2227,3344,0.24716216,0.30094595,0.45189189
7500,1850,2255,3395,0.24666667,0.30066667,0.45266667
7600,1878,2282,3440,0.24710526,0.30026316,0.45263158
7700,1904,2313,3483,0.24727273,0.30038961,0.45233766
7800,1937,2343,3520,0.24833333,0.30038462,0.45128205
7900,1962,2369,3569,0.24835443,0.29987342,0.45177215
8000,1985,2408,3607,0.24812500,0.30100000,0.45087500
8100,2018,2433,3649,0.24913580,0.30037037,0.45049383
8200,2049,2455,3696,0.24987805,0.29939024,0.45073171
8300,2074,2478,3748,0.24987952,0.29855422,0.45156627
8400,2100,2506,3794,0.25000000,0.29833333,0.45166667
8500,2121,2542,3837,0.24952941,0.29905882,0.45141176
8600,2151,2575,3874,0.25011628,0.29941860,0.45046512
8700,2176,2611,3913,0.25011494,0.30011494,0.44977011
8800,2199,2638,3963,0.24988636,0.29977273,0.45034091
8900,2218,2672,4010,0.24921348,0.30022472,0.45056180
9000,2251,2697,4052,0.25011111,0.29966667,0.45022222
9100,2273,2725,4102,0.24978022,0.29945055,0.45076923
9200,2298,2756,4146,0.24978261,0.29956522,0.45065217
9300,2324,2786,4190,0.24989247,0.29956989,0.45053763
9400,2354,2819,4227,0.25042553,0.29989362,0.44968085
9500,2382,2845,4273,0.25073684,0.29947368,0.44978947
9600,2397,2877,4326,0.24968750,0.29968750,0.45062500
9700,2422,2899,4379,0.24969072,0.29886598,0.45144330
9800,2449,2927,4424,0.24989796,0.29867347,0.45142857
9900,2473,2958,4469,0.24979798,0.29878788,0.45141414
10000,2503,2985,4512,0.25030000,0.29850000,0.45120000
10100,2529,3009,4562,0.25039604,0.29792079,0.45168317
10200,2556,3040,4604,0.25058824,0.29803922,0.45137255
10300,2577,3073,4650,0.25019417,0.29834951,0.45145631
10400,2603,3098,4699,0.25028846,0.29788462,0.45182692
10500,2631,3129,4740,0.25057143,0.29800000,0.45142857
10600,2649,3160,4791,0.24990566,0.29811321,0.45198113
10700,2669,3187,4844,0.24943925,0.29785047,0.45271028
10800,2702,3213,4885,0.25018519,0.29750000,0.45231481
10900,2728,3244,4928,0.25027523,0.29761468,0.45211009
11000,2758,3274,4968,0.25072727,0.29763636,0.45163636
11100,2782,3303,5015,0.25063063,0.29756757,0.45180180
11200,2806,3334,5060,0.25053571,0.29767857,0.45178571
11300,2832,3363,5105,0.25061947,0.29761062,0.45176991
11400,2854,3396,5150,0.25035088,0.29789474,0.45175439
11500,2878,3424,5198,0.25026087,0.29773913,0.45200000
11600,2899,3459,5242,0.24991379,0.29818966,0.45189655
11700,2931,3487,5282,0.25051282,0.29803419,0.45145299
11800,2958,3518,5324,0.25067797,0.29813559,0.45118644
11900,2984,3548,5368,0.25075630,0.29815126,0.45109244
12000,3008,3579,5413,0.25066667,0.29825000,0.45108333
12100,3040,3608,5452,0.25123967,0.29818182,0.45057851
12200,3066,3638,5496,0.25131148,0.29819672,0.45049180
12300,3085,3676,5539,0.25081301,0.29886179,0.45032520
12400,3106,3712,5582,0.25048387,0.29935484,0.45016129
12500,3131,3747,5622,0.25048000,0.29976000,0.44976000
12600,3156,3775,5669,0.25047619,0.29960317,0.44992063
12700,3181,3809,5710,0.25047244,0.29992126,0.44960630
12800,3202,3841,5757,0.25015625,0.30007812,0.44976563
12900,3227,3873,5800,0.25015504,0.30023256,0.44961240
13000,3254,3906,5840,0.25030769,0.30046154,0.44923077
13100,3279,3937,5884,0.25030534,0.30053435,0.44916031
13200,3297,3967,5936,0.24977273,0.30053030,0.44969697
13300,3316,3991,5993,0.24932331,0.30007519,0.45060150
13400,3339,4028,6033,0.24917910,0.30059701,0.45022388
13500,3363,4061,6076,0.24911111,0.30081481,0.45007407
13600,3391,4091,6118,0.24933824,0.30080882,0.44985294
13700,3416,4120,6164,0.24934307,0.30072993,0.44992701
13800,3439,4152,6209,0.24920290,0.30086957,0.44992754
13900,3464,4188,6248,0.24920863,0.30129496,0.44949640
14000,3497,4205,6298,0.24978571,0.30035714,0.44985714
14100,3529,4234,6337,0.25028369,0.30028369,0.44943262
14200,3557,4258,6385,0.25049296,0.29985915,0.44964789
14300,3586,4287,6427,0.25076923,0.29979021,0.44944056
14400,3614,4318,6468,0.25097222,0.29986111,0.44916667
14500,3643,4339,6518,0.25124138,0.29924138,0.44951724
14600,3664,4364,6572,0.25095890,0.29890411,0.45013699
14700,3687,4396,6617,0.25081633,0.29904762,0.45013605
14800,3716,4426,6658,0.25108108,0.29905405,0.44986486
14900,3739,4466,6695,0.25093960,0.29973154,0.44932886
15000,3758,4497,6745,0.25053333,0.29980000,0.44966667
15100,3775,4533,6792,0.25000000,0.30019868,0.44980132
15200,3802,4568,6830,0.25013158,0.30052632,0.44934211
15300,3826,4601,6873,0.25006536,0.30071895,0.44921569
15400,3863,4637,6900,0.25084416,0.30110390,0.44805195
15500,3890,4667,6943,0.25096774,0.30109677,0.44793548
15600,3926,4700,6974,0.25166667,0.30128205,0.44705128
15700,3961,4728,7011,0.25229299,0.30114650,0.44656051
15800,3984,4756,7060,0.25215190,0.30101266,0.44683544
15900,4010,4782,7108,0.25220126,0.30075472,0.44704403
16000,4040,4809,7151,0.25250000,0.30056250,0.44693750
16100,4068,4835,7197,0.25267081,0.30031056,0.44701863
16200,4098,4877,7225,0.25296296,0.30104938,0.44598765
16300,4121,4904,7275,0.25282209,0.30085890,0.44631902
16400,4154,4928,7318,0.25329268,0.30048780,0.44621951
16500,4181,4957,7362,0.25339394,0.30042424,0.44618182
16600,4212,4983,7405,0.25373494,0.30018072,0.44608434
16700,4233,5015,7452,0.25347305,0.30029940,0.44622754
16800,4267,5040,7493,0.25398810,0.30000000,0.44601190
16900,4284,5079,7537,0.25349112,0.30053254,0.44597633
17000,4311,5110,7579,0.25358824,0.30058824,0.44582353
17100,4341,5138,7621,0.25385965,0.30046784,0.44567251
17200,4367,5162,7671,0.25389535,0.30011628,0.44598837
17300,4392,5188,7720,0.25387283,0.29988439,0.44624277
17400,4421,5212,7767,0.25408046,0.29954023,0.44637931
17500,4450,5244,7806,0.25428571,0.29965714,0.44605714
17600,4476,5276,7848,0.25431818,0.29977273,0.44590909
17700,4498,5299,7903,0.25412429,0.29937853,0.44649718
17800,4519,5330,7951,0.25387640,0.29943820,0.44668539
17900,4542,5359,7999,0.25374302,0.29938547,0.44687151
18000,4567,5385,8048,0.25372222,0.29916667,0.44711111
18100,4598,5415,8087,0.25403315,0.29917127,0.44679558
18200,4618,5448,8134,0.25373626,0.29934066,0.44692308
18300,4642,5483,8175,0.25366120,0.29961749,0.44672131
18400,4665,5508,8227,0.25353261,0.29934783,0.44711957
18500,4695,5537,8268,0.25378378,0.29929730,0.44691892
18600,4717,5561,8322,0.25360215,0.29897849,0.44741935
18700,4733,5586,8381,0.25310160,0.29871658,0.44818182
18800,4767,5609,8424,0.25356383,0.29835106,0.44808511
18900,4792,5636,8472,0.25354497,0.29820106,0.44825397
19000,4809,5667,8524,0.25310526,0.29826316,0.44863158
19100,4832,5688,8580,0.25298429,0.29780105,0.44921466
19200,4856,5717,8627,0.25291667,0.29776042,0.44932292
19300,4877,5747,8676,0.25269430,0.29777202,0.44953368
19400,4898,5777,8725,0.25247423,0.29778351,0.44974227
19500,4923,5806,8771,0.25246154,0.29774359,0.44979487
19600,4956,5844,8800,0.25285714,0.29816327,0.44897959
19700,4981,5871,8848,0.25284264,0.29802030,0.44913706
19800,5011,5890,8899,0.25308081,0.29747475,0.44944444
19900,5038,5914,8948,0.25316583,0.29718593,0.44964824
20000,5065,5949,8986,0.25325000,0.29745000,0.44930000
20100,5085,5982,9033,0.25298507,0.29761194,0.44940299
20200,5110,6006,9084,0.25297030,0.29732673,0.44970297
20300,5131,6038,9131,0.25275862,0.29743842,0.44980296
20400,5153,6065,9182,0.25259804,0.29730392,0.45009804
20500,5185,6098,9217,0.25292683,0.29746341,0.44960976
20600,5220,6118,9262,0.25339806,0.29699029,0.44961165
20700,5244,6148,9308,0.25333333,0.29700483,0.44966184
20800,5284,6166,9350,0.25403846,0.29644231,0.44951923
20900,5319,6190,9391,0.25449761,0.29617225,0.44933014
21000,5345,6223,9432,0.25452381,0.29633333,0.44914286
21100,5363,6261,9476,0.25417062,0.29672986,0.44909953
21200,5390,6288,9522,0.25424528,0.29660377,0.44915094
21300,5412,6317,9571,0.25408451,0.29657277,0.44934272
21400,5437,6354,9609,0.25406542,0.29691589,0.44901869
21500,5471,6382,9647,0.25446512,0.29683721,0.44869767
21600,5495,6414,9691,0.25439815,0.29694444,0.44865741
21700,5514,6444,9742,0.25410138,0.29695853,0.44894009
21800,5540,6467,9793,0.25412844,0.29665138,0.44922018
21900,5565,6496,9839,0.25410959,0.29662100,0.44926941
22000,5588,6527,9885,0.25400000,0.29668182,0.44931818
22100,5623,6551,9926,0.25443439,0.29642534,0.44914027
22200,5651,6579,9970,0.25454955,0.29635135,0.44909910
22300,5678,6606,10016,0.25461883,0.29623318,0.44914798
22400,5704,6629,10067,0.25464286,0.29593750,0.44941964
22500,5734,6653,10113,0.25484444,0.29568889,0.44946667
22600,5756,6691,10153,0.25469027,0.29606195,0.44924779
22700,5783,6718,10199,0.25475771,0.29594714,0.44929515
22800,5808,6745,10247,0.25473684,0.29583333,0.44942982
22900,5829,6786,10285,0.25454148,0.29633188,0.44912664
23000,5855,6814,10331,0.25456522,0.29626087,0.44917391
23100,5870,6860,10370,0.25411255,0.29696970,0.44891775
23200,5890,6884,10426,0.25387931,0.29672414,0.44939655
23300,5918,6912,10470,0.25399142,0.29665236,0.44935622
23400,5942,6947,10511,0.25393162,0.29688034,0.44918803
23500,5964,6974,10562,0.25378723,0.29676596,0.44944681
23600,5994,7009,10597,0.25398305,0.29699153,0.44902542
23700,6019,7038,10643,0.25396624,0.29696203,0.44907173
23800,6045,7074,10681,0.25399160,0.29722689,0.44878151
23900,6076,7103,10721,0.25422594,0.29719665,0.44857741
24000,6103,7134,10763,0.25429167,0.29725000,0.44845833
24100,6127,7162,10811,0.25423237,0.29717842,0.44858921
24200,6149,7182,10869,0.25409091,0.29677686,0.44913223
24300,6174,7214,10912,0.25407407,0.29687243,0.44905350
24400,6199,7246,10955,0.25405738,0.29696721,0.44897541
24500,6231,7273,10996,0.25432653,0.29685714,0.44881633
24600,6250,7307,11043,0.25406504,0.29703252,0.44890244
24700,6269,7340,11091,0.25380567,0.29716599,0.44902834
24800,6302,7371,11127,0.25411290,0.29721774,0.44866935
24900,6333,7404,11163,0.25433735,0.29734940,0.44831325
25000,6362,7432,11206,0.25448000,0.29728000,0.44824000
25100,6394,7459,11247,0.25474104,0.29717131,0.44808765
25200,6419,7486,11295,0.25472222,0.29706349,0.44821429
25300,6443,7515,11342,0.25466403,0.29703557,0.44830040
25400,6457,7546,11397,0.25421260,0.29708661,0.44870079
25500,6481,7576,11443,0.25415686,0.29709804,0.44874510
25600,6507,7604,11489,0.25417969,0.29703125,0.44878906
25700,6525,7628,11547,0.25389105,0.29680934,0.44929961
25800,6552,7658,11590,0.25395349,0.29682171,0.44922481
25900,6574,7684,11642,0.25382239,0.29667954,0.44949807
26000,6605,7710,11685,0.25403846,0.29653846,0.44942308
26100,6634,7741,11725,0.25417625,0.29659004,0.44923372
26200,6666,7767,11767,0.25442748,0.29645038,0.44912214
26300,6694,7795,11811,0.25452471,0.29638783,0.44908745
26400,6722,7819,11859,0.25462121,0.29617424,0.44920455
26500,6747,7855,11898,0.25460377,0.29641509,0.44898113
26600,6770,7888,11942,0.25451128,0.29654135,0.44894737
26700,6794,7914,11992,0.25445693,0.29640449,0.44913858
26800,6824,7937,12039,0.25462687,0.29615672,0.44921642
26900,6846,7963,12091,0.25449814,0.29602230,0.44947955
27000,6861,7999,12140,0.25411111,0.29625926,0.44962963
27100,6888,8022,12190,0.25416974,0.29601476,0.44981550
27200,6910,8058,12232,0.25404412,0.29625000,0.44970588
27300,6934,8089,12277,0.25399267,0.29630037,0.44970696
27400,6959,8118,12323,0.25397810,0.29627737,0.44974453
27500,6993,8150,12357,0.25429091,0.29636364,0.44934545
27600,7015,8183,12402,0.25416667,0.29648551,0.44934783
27700,7046,8217,12437,0.25436823,0.29664260,0.44898917
27800,7071,8242,12487,0.25435252,0.29647482,0.44917266
27900,7097,8272,12531,0.25437276,0.29648746,0.44913978
28000,7126,8295,12579,0.25450000,0.29625000,0.44925000
28100,7146,8322,12632,0.25430605,0.29615658,0.44953737
28200,7168,8353,12679,0.25418440,0.29620567,0.44960993
28300,7191,8389,12720,0.25409894,0.29643110,0.44946996
28400,7211,8423,12766,0.25390845,0.29658451,0.44950704
28500,7238,8451,12811,0.25396491,0.29652632,0.44950877
28600,7264,8476,12860,0.25398601,0.29636364,0.44965035
28700,7292,8501,12907,0.25407666,0.29620209,0.44972125
28800,7322,8531,12947,0.25423611,0.29621528,0.44954861
28900,7348,8561,12991,0.25425606,0.29622837,0.44951557
29000,7377,8589,13034,0.25437931,0.29617241,0.44944828
29100,7402,8621,13077,0.25436426,0.29625430,0.44938144
29200,7422,8649,13129,0.25417808,0.29619863,0.44962329
29300,7449,8674,13177,0.25423208,0.29604096,0.44972696
29400,7471,8703,13226,0.25411565,0.29602041,0.44986395
29500,7491,8741,13268,0.25393220,0.29630508,0.44976271
29600,7518,8772,13310,0.25398649,0.29635135,0.44966216
29700,7552,8797,13351,0.25427609,0.29619529,0.44952862
29800,7577,8825,13398,0.25426174,0.29614094,0.44959732
29900,7602,8852,13446,0.25424749,0.29605351,0.44969900
30000,7625,8874,13501,0.25416667,0.29580000,0.45003333
30100,7654,8904,13542,0.25428571,0.29581395,0.44990033
30200,7688,8935,13577,0.25456954,0.29586093,0.44956954
30300,7712,8967,13621,0.25452145,0.29594059,0.44953795
30400,7737,8998,13665,0.25450658,0.29598684,0.44950658
30500,7764,9021,13715,0.25455738,0.29577049,0.44967213
30600,7784,9053,13763,0.25437908,0.29584967,0.44977124
30700,7800,9087,13813,0.25407166,0.29599349,0.44993485
30800,7828,9105,13867,0.25415584,0.29561688,0.45022727
30900,7858,9128,13914,0.25430421,0.29540453,0.45029126
31000,7881,9152,13967,0.25422581,0.29522581,0.45054839
31100,7905,9184,14011,0.25418006,0.29530547,0.45051447
31200,7933,9215,14052,0.25426282,0.29535256,0.45038462
31300,7956,9251,14093,0.25418530,0.29555911,0.45025559
31400,7985,9281,14134,0.25429936,0.29557325,0.45012739
31500,8018,9305,14177,0.25453968,0.29539683,0.45006349
31600,8048,9335,14217,0.25468354,0.29541139,0.44990506
31700,8078,9368,14254,0.25482650,0.29552050,0.44965300
31800,8105,9391,14304,0.25487421,0.29531447,0.44981132
31900,8128,9420,14352,0.25479624,0.29529781,0.44990596
32000,8160,9449,14391,0.25500000,0.29528125,0.44971875
32100,8183,9481,14436,0.25492212,0.29535826,0.44971963
32200,8207,9512,14481,0.25487578,0.29540373,0.44972050
32300,8231,9544,14525,0.25482972,0.29547988,0.44969040
32400,8254,9569,14577,0.25475309,0.29533951,0.44990741
32500,8285,9592,14623,0.25492308,0.29513846,0.44993846
32600,8311,9625,14664,0.25493865,0.29524540,0.44981595
32700,8340,9654,14706,0.25504587,0.29522936,0.44972477
32800,8365,9689,14746,0.25503049,0.29539634,0.44957317
32900,8392,9718,14790,0.25507599,0.29537994,0.44954407
33000,8414,9745,14841,0.25496970,0.29530303,0.44972727
33100,8434,9775,14891,0.25480363,0.29531722,0.44987915
33200,8458,9809,14933,0.25475904,0.29545181,0.44978916
33300,8482,9842,14976,0.25471471,0.29555556,0.44972973
33400,8506,9869,15025,0.25467066,0.29547904,0.44985030
33500,8529,9889,15082,0.25459701,0.29519403,0.45020896
33600,8555,9917,15128,0.25461310,0.29514881,0.45023810
33700,8575,9955,15170,0.25445104,0.29540059,0.45014837
33800,8604,9986,15210,0.25455621,0.29544379,0.45000000
33900,8632,10017,15251,0.25463127,0.29548673,0.44988201
34000,8658,10043,15299,0.25464706,0.29538235,0.44997059
34100,8683,10083,15334,0.25463343,0.29568915,0.44967742
34200,8706,10114,15380,0.25456140,0.29573099,0.44970760
34300,8726,10145,15429,0.25440233,0.29577259,0.44982507
34400,8748,10178,15474,0.25430233,0.29587209,0.44982558
34500,8773,10205,15522,0.25428986,0.29579710,0.44991304
34600,8796,10236,15568,0.25421965,0.29583815,0.44994220
34700,8818,10272,15610,0.25412104,0.29602305,0.44985591
34800,8841,10300,15659,0.25405172,0.29597701,0.44997126
34900,8875,10320,15705,0.25429799,0.29570201,0.45000000
35000,8901,10350,15749,0.25431429,0.29571429,0.44997143
35100,8921,10385,15794,0.25415954,0.29586895,0.44997151
35200,8943,10424,15833,0.25406250,0.29613636,0.44980114
35300,8960,10464,15876,0.25382436,0.29643059,0.44974504
35400,8986,10489,15925,0.25384181,0.29629944,0.44985876
35500,9010,10518,15972,0.25380282,0.29628169,0.44991549
35600,9038,10548,16014,0.25387640,0.29629213,0.44983146
35700,9064,10572,16064,0.25389356,0.29613445,0.44997199
35800,9088,10598,16114,0.25385475,0.29603352,0.45011173
35900,9114,10625,16161,0.25387187,0.29596100,0.45016713
36000,9139,10651,16210,0.25386111,0.29586111,0.45027778
36100,9166,10678,16256,0.25390582,0.29578947,0.45030471
36200,9194,10717,16289,0.25397790,0.29604972,0.44997238
36300,9211,10767,16322,0.25374656,0.29661157,0.44964187
36400,9231,10799,16370,0.25359890,0.29667582,0.44972527
36500,9252,10831,16417,0.25347945,0.29673973,0.44978082
36600,9283,10860,16457,0.25363388,0.29672131,0.44964481
36700,9301,10889,16510,0.25343324,0.29670300,0.44986376
36800,9324,10911,16565,0.25336957,0.29649457,0.45013587
36900,9347,10945,16608,0.25330623,0.29661247,0.45008130
37000,9372,10973,16655,0.25329730,0.29656757,0.45013514
37100,9396,11010,16694,0.25326146,0.29676550,0.44997305
37200,9425,11038,16737,0.25336022,0.29672043,0.44991935
37300,9446,11066,16788,0.25324397,0.29667560,0.45008043
37400,9470,11096,16834,0.25320856,0.29668449,0.45010695
37500,9498,11124,16878,0.25328000,0.29664000,0.45008000
37600,9525,11147,16928,0.25332447,0.29646277,0.45021277
37700,9555,11171,16974,0.25344828,0.29631300,0.45023873
37800,9578,11197,17025,0.25338624,0.29621693,0.45039683
37900,9609,11234,17057,0.25353562,0.29641161,0.45005277
38000,9635,11264,17101,0.25355263,0.29642105,0.45002632
38100,9654,11296,17150,0.25338583,0.29648294,0.45013123
38200,9686,11321,17193,0.25356021,0.29636126,0.45007853
38300,9709,11363,17228,0.25349869,0.29668407,0.44981723
38400,9731,11393,17276,0.25341146,0.29669271,0.44989583
38500,9764,11424,17312,0.25361039,0.29672727,0.44966234
38600,9797,11449,17354,0.25380829,0.29660622,0.44958549
38700,9821,11472,17407,0.25377261,0.29643411,0.44979328
38800,9844,11496,17460,0.25371134,0.29628866,0.45000000
38900,9872,11527,17501,0.25377892,0.29632391,0.44989717
39000,9900,11554,17546,0.25384615,0.29625641,0.44989744
39100,9927,11588,17585,0.25388747,0.29636829,0.44974425
39200,9959,11616,17625,0.25405612,0.29632653,0.44961735
39300,9977,11650,17673,0.25386768,0.29643766,0.44969466
39400,10003,11675,17722,0.25388325,0.29631980,0.44979695
39500,10034,11701,17765,0.25402532,0.29622785,0.44974684
39600,10061,11733,17806,0.25406566,0.29628788,0.44964646
39700,10086,11767,17847,0.25405542,0.29639798,0.44954660
39800,10109,11803,17888,0.25399497,0.29655779,0.44944724
39900,10137,11829,17934,0.25406015,0.29646617,0.44947368
40000,10166,11856,17978,0.25415000,0.29640000,0.44945000
40100,10189,11885,18026,0.25408978,0.29638404,0.44952618
40200,10216,11916,18068,0.25412935,0.29641791,0.44945274
40300,10248,11941,18111,0.25429280,0.29630273,0.44940447
40400,10279,11964,18157,0.25443069,0.29613861,0.44943069
40500,10301,11996,18203,0.25434568,0.29619753,0.44945679
40600,10327,12019,18254,0.25435961,0.29603448,0.44960591
40700,10355,12042,18303,0.25442260,0.29587224,0.44970516
40800,10385,12073,18342,0.25453431,0.29590686,0.44955882
40900,10404,12108,18388,0.25437653,0.29603912,0.44958435
41000,10429,12137,18434,0.25436585,0.29602439,0.44960976
41100,10452,12175,18473,0.25430657,0.29622871,0.44946472
41200,10479,12205,18516,0.25434466,0.29623786,0.44941748
41300,10501,12233,18566,0.25426150,0.29619855,0.44953995
41400,10528,12264,18608,0.25429952,0.29623188,0.44946860
41500,10563,12283,18654,0.25453012,0.29597590,0.44949398
41600,10597,12303,18700,0.25473558,0.29574519,0.44951923
41700,10617,12335,18748,0.25460432,0.29580336,0.44959233
41800,10641,12370,18789,0.25456938,0.29593301,0.44949761
41900,10661,12400,18839,0.25443914,0.29594272,0.44961814
42000,10684,12427,18889,0.25438095,0.29588095,0.44973810
42100,10706,12462,18932,0.25429929,0.29600950,0.44969121
42200,10729,12487,18984,0.25424171,0.29590047,0.44985782
42300,10760,12506,19034,0.25437352,0.29565012,0.44997636
42400,10786,12536,19078,0.25438679,0.29566038,0.44995283
42500,10814,12560,19126,0.25444706,0.29552941,0.45002353
42600,10831,12593,19176,0.25424883,0.29561033,0.45014085
42700,10855,12623,19222,0.25421546,0.29562061,0.45016393
42800,10876,12657,19267,0.25411215,0.29572430,0.45016355
42900,10900,12685,19315,0.25407925,0.29568765,0.45023310
43000,10931,12713,19356,0.25420930,0.29565116,0.45013953
43100,10962,12734,19404,0.25433875,0.29545244,0.45020882
43200,10983,12774,19443,0.25423611,0.29569444,0.45006944
43300,11010,12803,19487,0.25427252,0.29568129,0.45004619
43400,11038,12834,19528,0.25433180,0.29571429,0.44995392
43500,11059,12862,19579,0.25422989,0.29567816,0.45009195
43600,11088,12888,19624,0.25431193,0.29559633,0.45009174
43700,11113,12917,19670,0.25430206,0.29558352,0.45011442
43800,11139,12943,19718,0.25431507,0.29550228,0.45018265
43900,11170,12975,19755,0.25444191,0.29555809,0.45000000
44000,11196,12999,19805,0.25445455,0.29543182,0.45011364
44100,11215,13031,19854,0.25430839,0.29548753,0.45020408
44200,11242,13063,19895,0.25434389,0.29554299,0.45011312
44300,11267,13098,19935,0.25433409,0.29566591,0.45000000
44400,11286,13131,19983,0.25418919,0.29574324,0.45006757
44500,11311,13161,20028,0.25417978,0.29575281,0.45006742
44600,11334,13202,20064,0.25412556,0.29600897,0.44986547
44700,11354,13239,20107,0.25400447,0.29617450,0.44982103
44800,11376,13265,20159,0.25392857,0.29609375,0.44997768
44900,11398,13293,20209,0.25385301,0.29605791,0.45008909
45000,11422,13315,20263,0.25382222,0.29588889,0.45028889
45100,11449,13343,20308,0.25385809,0.29585366,0.45028825
45200,11486,13368,20346,0.25411504,0.29575221,0.45013274
45300,11509,13400,20391,0.25406181,0.29580574,0.45013245
45400,11539,13430,20431,0.25416300,0.29581498,0.45002203
45500,11561,13454,20485,0.25408791,0.29569231,0.45021978
45600,11587,13485,20528,0.25410088,0.29572368,0.45017544
45700,11617,13509,20574,0.25420131,0.29560175,0.45019694
45800,11637,13543,20620,0.25408297,0.29569869,0.45021834
45900,11667,13565,20668,0.25418301,0.29553377,0.45028322
46000,11697,13595,20708,0.25428261,0.29554348,0.45017391
46100,11725,13619,20756,0.25433839,0.29542299,0.45023861
46200,11749,13647,20804,0.25430736,0.29538961,0.45030303
46300,11769,13677,20854,0.25419006,0.29539957,0.45041037
46400,11786,13709,20905,0.25400862,0.29545259,0.45053879
46500,11812,13738,20950,0.25402151,0.29544086,0.45053763
46600,11837,13764,20999,0.25401288,0.29536481,0.45062232
46700,11855,13800,21045,0.25385439,0.29550321,0.45064240
46800,11878,13834,21088,0.25380342,0.29559829,0.45059829
