k,r,b,t,r_frac,b_frac,t_frac
11000,3214,4732,3054,0.29218182,0.43018182,0.27763636
11100,3239,4780,3081,0.29180180,0.43063063,0.27756757
11200,3264,4827,3109,0.29142857,0.43098214,0.27758929
11300,3301,4868,3131,0.29212389,0.43079646,0.27707965
11400,3337,4907,3156,0.29271930,0.43043860,0.27684211
11500,3371,4949,3180,0.29313043,0.43034783,0.27652174
11600,3403,4987,3210,0.29336207,0.42991379,0.27672414
11700,3438,5025,3237,0.29384615,0.42948718,0.27666667
11800,3472,5066,3262,0.29423729,0.42932203,0.27644068
11900,3506,5111,3283,0.29462185,0.42949580,0.27588235
12000,3537,5146,3317,0.29475000,0.42883333,0.27641667
12100,3570,5187,3343,0.29504132,0.42867769,0.27628099
12200,3605,5231,3364,0.29549180,0.42877049,0.27573770
12300,3638,5277,3385,0.29577236,0.42902439,0.27520325
12400,3663,5327,3410,0.29540323,0.42959677,0.27500000
12500,3695,5372,3433,0.29560000,0.42976000,0.27464000
12600,3728,5410,3462,0.29587302,0.42936508,0.27476190
12700,3758,5454,3488,0.29590551,0.42944882,0.27464567
12800,3792,5490,3518,0.29625000,0.42890625,0.27484375
12900,3821,5534,3545,0.29620155,0.42899225,0.27480620
13000,3852,5575,3573,0.29630769,0.42884615,0.27484615
13100,3881,5617,3602,0.29625954,0.42877863,0.27496183
13200,3913,5656,3631,0.29643939,0.42848485,0.27507576
13300,3947,5703,3650,0.29676692,0.42879699,0.27443609
13400,3970,5753,3677,0.29626866,0.42932836,0.27440299
13500,3999,5791,3710,0.29622222,0.42896296,0.27481481
13600,4031,5833,3736,0.29639706,0.42889706,0.27470588
13700,4056,5866,3778,0.29605839,0.42817518,0.27576642
13800,4086,5912,3802,0.29608696,0.42840580,0.27550725
13900,4110,5962,3828,0.29568345,0.42892086,0.27539568
14000,4140,6004,3856,0.29571429,0.42885714,0.27542857
14100,4169,6048,3883,0.29567376,0.42893617,0.27539007
14200,4197,6094,3909,0.29556338,0.42915493,0.27528169
14300,4221,6150,3929,0.29517483,0.43006993,0.27475524
14400,4250,6192,3958,0.29513889,0.43000000,0.27486111
14500,4283,6231,3986,0.29537931,0.42972414,0.27489655
14600,4316,6268,4016,0.29561644,0.42931507,0.27506849
14700,4346,6314,4040,0.29564626,0.42952381,0.27482993
14800,4376,6356,4068,0.29567568,0.42945946,0.27486486
14900,4400,6401,4099,0.29530201,0.42959732,0.27510067
15000,4433,6447,4120,0.29553333,0.42980000,0.27466667
15100,4467,6492,4141,0.29582781,0.42993377,0.27423841
15200,4503,6530,4167,0.29625000,0.42960526,0.27414474
15300,4539,6565,4196,0.29666667,0.42908497,0.27424837
15400,4561,6614,4225,0.29616883,0.42948052,0.27435065
15500,4589,6662,4249,0.29606452,0.42980645,0.27412903
15600,4615,6701,4284,0.29583333,0.42955128,0.27461538
15700,4647,6743,4310,0.29598726,0.42949045,0.27452229
15800,4675,6787,4338,0.29588608,0.42955696,0.27455696
15900,4705,6828,4367,0.29591195,0.42943396,0.27465409
16000,4725,6879,4396,0.29531250,0.42993750,0.27475000
16100,4755,6925,4420,0.29534161,0.43012422,0.27453416
16200,4790,6962,4448,0.29567901,0.42975309,0.27456790
16300,4820,7002,4478,0.29570552,0.42957055,0.27472393
16400,4854,7041,4505,0.29597561,0.42932927,0.27469512
16500,4887,7084,4529,0.29618182,0.42933333,0.27448485
16600,4918,7131,4551,0.29626506,0.42957831,0.27415663
16700,4942,7182,4576,0.29592814,0.43005988,0.27401198
16800,4964,7236,4600,0.29547619,0.43071429,0.27380952
16900,4981,7280,4639,0.29473373,0.43076923,0.27449704
17000,5012,7319,4669,0.29482353,0.43052941,0.27464706
17100,5047,7357,4696,0.29514620,0.43023392,0.27461988
17200,5075,7398,4727,0.29505814,0.43011628,0.27482558
17300,5106,7438,4756,0.29514451,0.42994220,0.27491329
17400,5138,7480,4782,0.29528736,0.42988506,0.27482759
17500,5164,7529,4807,0.29508571,0.43022857,0.27468571
17600,5196,7567,4837,0.29522727,0.42994318,0.27482955
17700,5230,7606,4864,0.29548023,0.42971751,0.27480226
17800,5255,7651,4894,0.29522472,0.42983146,0.27494382
17900,5286,7701,4913,0.29530726,0.43022346,0.27446927
18000,5314,7749,4937,0.29522222,0.43050000,0.27427778
18100,5340,7801,4959,0.29502762,0.43099448,0.27397790
18200,5380,7838,4982,0.29560440,0.43065934,0.27373626
18300,5411,7883,5006,0.29568306,0.43076503,0.27355191
18400,5441,7930,5029,0.29570652,0.43097826,0.27331522
18500,5470,7967,5063,0.29567568,0.43064865,0.27367568
18600,5494,8010,5096,0.29537634,0.43064516,0.27397849
18700,5519,8057,5124,0.29513369,0.43085561,0.27401070
18800,5543,8099,5158,0.29484043,0.43079787,0.27436170
18900,5574,8140,5186,0.29492063,0.43068783,0.27439153
19000,5609,8178,5213,0.29521053,0.43042105,0.27436842
19100,5635,8221,5244,0.29502618,0.43041885,0.27455497
19200,5668,8264,5268,0.29520833,0.43041667,0.27437500
19300,5692,8301,5307,0.29492228,0.43010363,0.27497409
19400,5724,8346,5330,0.29505155,0.43020619,0.27474227
19500,5751,8387,5362,0.29492308,0.43010256,0.27497436
19600,5777,8434,5389,0.29474490,0.43030612,0.27494898
19700,5804,8477,5419,0.29461929,0.43030457,0.27507614
19800,5828,8526,5446,0.29434343,0.43060606,0.27505051
19900,5860,8571,5469,0.29447236,0.43070352,0.27482412
20000,5888,8614,5498,0.29440000,0.43070000,0.27490000
20100,5923,8654,5523,0.29467662,0.43054726,0.27477612
20200,5952,8699,5549,0.29465347,0.43064356,0.27470297
20300,5991,8743,5566,0.29512315,0.43068966,0.27418719
20400,6021,8777,5602,0.29514706,0.43024510,0.27460784
20500,6057,8820,5623,0.29546341,0.43024390,0.27429268
20600,6085,8861,5654,0.29538835,0.43014563,0.27446602
20700,6108,8905,5687,0.29507246,0.43019324,0.27473430
20800,6130,8956,5714,0.29471154,0.43057692,0.27471154
20900,6157,8997,5746,0.29459330,0.43047847,0.27492823
21000,6189,9032,5779,0.29471429,0.43009524,0.27519048
21100,6220,9071,5809,0.29478673,0.42990521,0.27530806
21200,6254,9109,5837,0.29500000,0.42966981,0.27533019
21300,6283,9153,5864,0.29497653,0.42971831,0.27530516
21400,6312,9196,5892,0.29495327,0.42971963,0.27532710
21500,6342,9236,5922,0.29497674,0.42958140,0.27544186
21600,6372,9275,5953,0.29500000,0.42939815,0.27560185
21700,6408,9315,5977,0.29529954,0.42926267,0.27543779
21800,6447,9351,6002,0.29573394,0.42894495,0.27532110
21900,6470,9391,6039,0.29543379,0.42881279,0.27575342
22000,6498,9432,6070,0.29536364,0.42872727,0.27590909
22100,6538,9471,6091,0.29583710,0.42855204,0.27561086
22200,6570,9508,6122,0.29594595,0.42828829,0.27576577
22300,6599,9554,6147,0.29591928,0.42843049,0.27565022
22400,6623,9593,6184,0.29566964,0.42825893,0.27607143
22500,6646,9643,6211,0.29537778,0.42857778,0.27604444
22600,6676,9682,6242,0.29539823,0.42840708,0.27619469
22700,6708,9717,6275,0.29550661,0.42806167,0.27643172
22800,6737,9767,6296,0.29548246,0.42837719,0.27614035
22900,6768,9812,6320,0.29554585,0.42847162,0.27598253
23000,6801,9853,6346,0.29569565,0.42839130,0.27591304
23100,6832,9890,6378,0.29575758,0.42813853,0.27610390
23200,6872,9935,6393,0.29620690,0.42823276,0.27556034
23300,6903,9978,6419,0.29626609,0.42824034,0.27549356
23400,6932,10016,6452,0.29623932,0.42803419,0.27572650
23500,6961,10062,6477,0.29621277,0.42817021,0.27561702
23600,6993,10110,6497,0.29631356,0.42838983,0.27529661
23700,7021,10155,6524,0.29624473,0.42848101,0.27527426
23800,7050,10188,6562,0.29621849,0.42806723,0.27571429
23900,7080,10231,6589,0.29623431,0.42807531,0.27569038
24000,7119,10270,6611,0.29662500,0.42791667,0.27545833
24100,7147,10316,6637,0.29655602,0.42804979,0.27539419
24200,7179,10353,6668,0.29665289,0.42780992,0.27553719
24300,7209,10402,6689,0.29666667,0.42806584,0.27526749
24400,7231,10445,6724,0.29635246,0.42807377,0.27557377
24500,7254,10495,6751,0.29608163,0.42836735,0.27555102
24600,7283,10542,6775,0.29605691,0.42853659,0.27540650
24700,7309,10592,6799,0.29591093,0.42882591,0.27526316
24800,7340,10640,6820,0.29596774,0.42903226,0.27500000
24900,7375,10678,6847,0.29618474,0.42883534,0.27497992
25000,7402,10726,6872,0.29608000,0.42904000,0.27488000
25100,7425,10777,6898,0.29581673,0.42936255,0.27482072
25200,7451,10825,6924,0.29567460,0.42956349,0.27476190
25300,7472,10878,6950,0.29533597,0.42996047,0.27470356
25400,7495,10922,6983,0.29507874,0.43000000,0.27492126
25500,7523,10969,7008,0.29501961,0.43015686,0.27482353
25600,7554,11009,7037,0.29507813,0.43003906,0.27488281
25700,7579,11059,7062,0.29490272,0.43031128,0.27478599
25800,7606,11108,7086,0.29480620,0.43054264,0.27465116
25900,7627,11156,7117,0.29447876,0.43073359,0.27478764
26000,7653,11199,7148,0.29434615,0.43073077,0.27492308
26100,7679,11245,7176,0.29421456,0.43084291,0.27494253
26200,7708,11291,7201,0.29419847,0.43095420,0.27484733
26300,7741,11333,7226,0.29433460,0.43091255,0.27475285
26400,7776,11371,7253,0.29454545,0.43071970,0.27473485
26500,7801,11430,7269,0.29437736,0.43132075,0.27430189
26600,7821,11489,7290,0.29402256,0.43191729,0.27406015
26700,7847,11541,7312,0.29389513,0.43224719,0.27385768
26800,7880,11584,7336,0.29402985,0.43223881,0.27373134
26900,7901,11627,7372,0.29371747,0.43223048,0.27405204
27000,7927,11673,7400,0.29359259,0.43233333,0.27407407
27100,7954,11715,7431,0.29350554,0.43228782,0.27420664
27200,7981,11761,7458,0.29341912,0.43238971,0.27419118
27300,8007,11802,7491,0.29329670,0.43230769,0.27439560
27400,8038,11851,7511,0.29335766,0.43251825,0.27412409
27500,8066,11889,7545,0.29330909,0.43232727,0.27436364
27600,8094,11930,7576,0.29326087,0.43224638,0.27449275
27700,8129,11972,7599,0.29346570,0.43220217,0.27433213
27800,8154,12025,7621,0.29330935,0.43255396,0.27413669
27900,8186,12063,7651,0.29340502,0.43236559,0.27422939
28000,8212,12114,7674,0.29328571,0.43264286,0.27407143
28100,8237,12161,7702,0.29313167,0.43277580,0.27409253
28200,8270,12205,7725,0.29326241,0.43280142,0.27393617
28300,8302,12239,7759,0.29335689,0.43247350,0.27416961
28400,8336,12276,7788,0.29352113,0.43225352,0.27422535
28500,8369,12317,7814,0.29364912,0.43217544,0.27417544
28600,8395,12365,7840,0.29353147,0.43234266,0.27412587
28700,8435,12401,7864,0.29390244,0.43209059,0.27400697
28800,8460,12441,7899,0.29375000,0.43197917,0.27427083
28900,8491,12484,7925,0.29380623,0.43197232,0.27422145
29000,8519,12530,7951,0.29375862,0.43206897,0.27417241
29100,8549,12576,7975,0.29378007,0.43216495,0.27405498
29200,8575,12623,8002,0.29366438,0.43229452,0.27404110
29300,8603,12661,8036,0.29361775,0.43211604,0.27426621
29400,8639,12696,8065,0.29384354,0.43183673,0.27431973
29500,8673,12733,8094,0.29400000,0.43162712,0.27437288
29600,8701,12785,8114,0.29395270,0.43192568,0.27412162
29700,8732,12831,8137,0.29400673,0.43202020,0.27397306
29800,8764,12870,8166,0.29409396,0.43187919,0.27402685
29900,8789,12919,8192,0.29394649,0.43207358,0.27397993
30000,8824,12963,8213,0.29413333,0.43210000,0.27376667
30100,8855,13006,8239,0.29418605,0.43209302,0.27372093
30200,8878,13047,8275,0.29397351,0.43201987,0.27400662
30300,8910,13088,8302,0.29405941,0.43194719,0.27399340
30400,8947,13125,8328,0.29430921,0.43174342,0.27394737
30500,8978,13166,8356,0.29436066,0.43167213,0.27396721
30600,9006,13219,8375,0.29431373,0.43199346,0.27369281
30700,9038,13264,8398,0.29439739,0.43205212,0.27355049
30800,9061,13316,8423,0.29418831,0.43233766,0.27347403
30900,9093,13350,8457,0.29427184,0.43203883,0.27368932
31000,9127,13383,8490,0.29441935,0.43170968,0.27387097
31100,9154,13431,8515,0.29434084,0.43186495,0.27379421
31200,9182,13476,8542,0.29429487,0.43192308,0.27378205
31300,9215,13516,8569,0.29440895,0.43182109,0.27376997
31400,9241,13560,8599,0.29429936,0.43184713,0.27385350
31500,9272,13599,8629,0.29434921,0.43171429,0.27393651
31600,9306,13642,8652,0.29449367,0.43170886,0.27379747
31700,9332,13691,8677,0.29438486,0.43189274,0.27372240
31800,9351,13743,8706,0.29405660,0.43216981,0.27377358
31900,9381,13778,8741,0.29407524,0.43191223,0.27401254
32000,9411,13817,8772,0.29409375,0.43178125,0.27412500
32100,9445,13860,8795,0.29423676,0.43177570,0.27398754
32200,9471,13905,8824,0.29413043,0.43183230,0.27403727
32300,9495,13950,8855,0.29396285,0.43188854,0.27414861
32400,9521,14002,8877,0.29385802,0.43216049,0.27398148
32500,9537,14058,8905,0.29344615,0.43255385,0.27400000
32600,9564,14104,8932,0.29337423,0.43263804,0.27398773
32700,9588,14158,8954,0.29321101,0.43296636,0.27382263
32800,9609,14204,8987,0.29295732,0.43304878,0.27399390
32900,9642,14241,9017,0.29306991,0.43285714,0.27407295
33000,9675,14285,9040,0.29318182,0.43287879,0.27393939
33100,9707,14323,9070,0.29326284,0.43271903,0.27401813
33200,9741,14368,9091,0.29340361,0.43277108,0.27382530
33300,9769,14409,9122,0.29336336,0.43270270,0.27393393
33400,9807,14449,9144,0.29362275,0.43260479,0.27377246
33500,9823,14500,9177,0.29322388,0.43283582,0.27394030
33600,9852,14538,9210,0.29321429,0.43267857,0.27410714
33700,9888,14575,9237,0.29341246,0.43249258,0.27409496
33800,9917,14614,9269,0.29340237,0.43236686,0.27423077
33900,9942,14663,9295,0.29327434,0.43253687,0.27418879
34000,9967,14708,9325,0.29314706,0.43258824,0.27426471
34100,9997,14749,9354,0.29316716,0.43252199,0.27431085
34200,10021,14794,9385,0.29301170,0.43257310,0.27441520
34300,10042,14839,9419,0.29276968,0.43262391,0.27460641
34400,10072,14881,9447,0.29279070,0.43258721,0.27462209
34500,10092,14930,9478,0.29252174,0.43275362,0.27472464
34600,10124,14971,9505,0.29260116,0.43268786,0.27471098
34700,10155,15018,9527,0.29265130,0.43279539,0.27455331
34800,10183,15054,9563,0.29261494,0.43258621,0.27479885
34900,10209,15101,9590,0.29252149,0.43269341,0.27478510
35000,10242,15145,9613,0.29262857,0.43271429,0.27465714
35100,10275,15187,9638,0.29273504,0.43267806,0.27458689
35200,10310,15233,9657,0.29289773,0.43275568,0.27434659
35300,10340,15274,9686,0.29291785,0.43269122,0.27439093
35400,10367,15321,9712,0.29285311,0.43279661,0.27435028
35500,10391,15367,9742,0.29270423,0.43287324,0.27442254
35600,10423,15408,9769,0.29278090,0.43280899,0.27441011
35700,10454,15455,9791,0.29282913,0.43291317,0.27425770
35800,10488,15500,9812,0.29296089,0.43296089,0.27407821
35900,10512,15542,9846,0.29281337,0.43292479,0.27426184
36000,10541,15585,9874,0.29280556,0.43291667,0.27427778
36100,10572,15628,9900,0.29285319,0.43290859,0.27423823
36200,10605,15674,9921,0.29295580,0.43298343,0.27406077
36300,10646,15707,9947,0.29327824,0.43269972,0.27402204
36400,10675,15755,9970,0.29326923,0.43282967,0.27390110
36500,10695,15812,9993,0.29301370,0.43320548,0.27378082
36600,10731,15846,10023,0.29319672,0.43295082,0.27385246
36700,10767,15892,10041,0.29337875,0.43302452,0.27359673
36800,10802,15926,10072,0.29353261,0.43277174,0.27369565
36900,10831,15969,10100,0.29352304,0.43276423,0.27371274
37000,10859,16019,10122,0.29348649,0.43294595,0.27356757
37100,10885,16075,10140,0.29339623,0.43328841,0.27331536
37200,10904,16120,10176,0.29311828,0.43333333,0.27354839
37300,10927,16164,10209,0.29294906,0.43335121,0.27369973
37400,10959,16203,10238,0.29302139,0.43323529,0.27374332
37500,10981,16248,10271,0.29282667,0.43328000,0.27389333
37600,11011,16288,10301,0.29284574,0.43319149,0.27396277
37700,11035,16339,10326,0.29270557,0.43339523,0.27389920
37800,11064,16387,10349,0.29269841,0.43351852,0.27378307
37900,11099,16426,10375,0.29284960,0.43340369,0.27374670
38000,11133,16467,10400,0.29297368,0.43334211,0.27368421
38100,11160,16510,10430,0.29291339,0.43333333,0.27375328
38200,11193,16557,10450,0.29301047,0.43342932,0.27356021
38300,11229,16594,10477,0.29318538,0.43326371,0.27355091
38400,11252,16645,10503,0.29302083,0.43346354,0.27351562
38500,11286,16685,10529,0.29314286,0.43337662,0.27348052
38600,11311,16734,10555,0.29303109,0.43352332,0.27344560
38700,11333,16790,10577,0.29284238,0.43385013,0.27330749
38800,11361,16840,10599,0.29280928,0.43402062,0.27317010
38900,11388,16889,10623,0.29275064,0.43416452,0.27308483
39000,11415,16931,10654,0.29269231,0.43412821,0.27317949
39100,11451,16974,10675,0.29286445,0.43411765,0.27301790
39200,11479,17014,10707,0.29283163,0.43403061,0.27313776
39300,11502,17064,10734,0.29267176,0.43419847,0.27312977
39400,11530,17108,10762,0.29263959,0.43421320,0.27314721
39500,11556,17157,10787,0.29255696,0.43435443,0.27308861
39600,11583,17203,10814,0.29250000,0.43441919,0.27308081
39700,11617,17235,10848,0.29261965,0.43413098,0.27324937
39800,11644,17291,10865,0.29256281,0.43444724,0.27298995
39900,11675,17331,10894,0.29260652,0.43436090,0.27303258
40000,11699,17379,10922,0.29247500,0.43447500,0.27305000
40100,11724,17435,10941,0.29236908,0.43478803,0.27284289
40200,11760,17470,10970,0.29253731,0.43457711,0.27288557
40300,11789,17508,11003,0.29253102,0.43444169,0.27302730
40400,11818,17556,11026,0.29252475,0.43455446,0.27292079
40500,11846,17597,11057,0.29249383,0.43449383,0.27301235
40600,11880,17642,11078,0.29261084,0.43453202,0.27285714
40700,11915,17680,11105,0.29275184,0.43439803,0.27285012
40800,11943,17721,11136,0.29272059,0.43433824,0.27294118
40900,11976,17764,11160,0.29281174,0.43432763,0.27286064
41000,12000,17815,11185,0.29268293,0.43451220,0.27280488
41100,12029,17861,11210,0.29267640,0.43457421,0.27274939
41200,12060,17903,11237,0.29271845,0.43453883,0.27274272
41300,12084,17945,11271,0.29259080,0.43450363,0.27290557
41400,12120,17987,11293,0.29275362,0.43446860,0.27277778
41500,12150,18032,11318,0.29277108,0.43450602,0.27272289
41600,12176,18074,11350,0.29269231,0.43447115,0.27283654
41700,12213,18113,11374,0.29287770,0.43436451,0.27275779
41800,12244,18151,11405,0.29291866,0.43423445,0.27284689
41900,12276,18196,11428,0.29298329,0.43427208,0.27274463
42000,12301,18238,11461,0.29288095,0.43423810,0.27288095
42100,12334,18289,11477,0.29296912,0.43441805,0.27261283
42200,12361,18334,11505,0.29291469,0.43445498,0.27263033
42300,12391,18373,11536,0.29293144,0.43434988,0.27271868
42400,12426,18416,11558,0.29306604,0.43433962,0.27259434
42500,12450,18474,11576,0.29294118,0.43468235,0.27237647
42600,12482,18518,11600,0.29300469,0.43469484,0.27230047
42700,12509,18560,11631,0.29295082,0.43466042,0.27238876
42800,12543,18604,11653,0.29306075,0.43467290,0.27226636
42900,12577,18640,11683,0.29317016,0.43449883,0.27233100
43000,12596,18687,11717,0.29293023,0.43458140,0.27248837
43100,12623,18735,11742,0.29287703,0.43468677,0.27243619
43200,12663,18775,11762,0.29312500,0.43460648,0.27226852
43300,12691,18816,11793,0.29309469,0.43454965,0.27235566
43400,12721,18860,11819,0.29311060,0.43456221,0.27232719
43500,12750,18912,11838,0.29310345,0.43475862,0.27213793
43600,12780,18960,11860,0.29311927,0.43486239,0.27201835
43700,12816,18997,11887,0.29327231,0.43471396,0.27201373
43800,12847,19041,11912,0.29331050,0.43472603,0.27196347
43900,12875,19082,11943,0.29328018,0.43466970,0.27205011
44000,12905,19120,11975,0.29329545,0.43454545,0.27215909
44100,12939,19159,12002,0.29340136,0.43444444,0.27215420
44200,12970,19197,12033,0.29343891,0.43432127,0.27223982
44300,13001,19235,12064,0.29347630,0.43419865,0.27232506
44400,13027,19286,12087,0.29340090,0.43436937,0.27222973
44500,13053,19329,12118,0.29332584,0.43435955,0.27231461
44600,13079,19365,12156,0.29325112,0.43419283,0.27255605
44700,13113,19409,12178,0.29335570,0.43420582,0.27243848
44800,13143,19454,12203,0.29337054,0.43424107,0.27238839
44900,13171,19491,12238,0.29334076,0.43409800,0.27256125
45000,13204,19532,12264,0.29342222,0.43404444,0.27253333
45100,13233,19574,12293,0.29341463,0.43401330,0.27257206
45200,13266,19615,12319,0.29349558,0.43396018,0.27254425
45300,13300,19657,12343,0.29359823,0.43392936,0.27247241
45400,13333,19704,12363,0.29367841,0.43400881,0.27231278
45500,13365,19740,12395,0.29373626,0.43384615,0.27241758
45600,13398,19781,12421,0.29381579,0.43379386,0.27239035
45700,13426,19830,12444,0.29378556,0.43391685,0.27229759
45800,13457,19869,12474,0.29382096,0.43382096,0.27235808
45900,13490,19910,12500,0.29389978,0.43376906,0.27233115
46000,13521,19952,12527,0.29393478,0.43373913,0.27232609
46100,13552,19995,12553,0.29396963,0.43373102,0.27229935
46200,13588,20028,12584,0.29411255,0.43350649,0.27238095
46300,13623,20064,12613,0.29423326,0.43334773,0.27241901
46400,13656,20098,12646,0.29431034,0.43314655,0.27254310
46500,13692,20136,12672,0.29445161,0.43303226,0.27251613
46600,13719,20170,12711,0.29439914,0.43283262,0.27276824
46700,13742,20209,12749,0.29426124,0.43274090,0.27299786
46800,13767,20259,12774,0.29416667,0.43288462,0.27294872
